date,file,Car,Motorcycle,Autorickshaw,Pedestrian
2025-04-04_11-03-27.513-1180-1164,00008620.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00008670.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00008720.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00008770.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00008825.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00008875.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00008925.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00008975.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009030.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009080.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009130.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009180.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009230.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00009285.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009335.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00009385.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009435.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009700.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009750.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009800.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009850.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009905.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00009955.jpeg,0,0,1,0
2025-04-04_11-03-27.513-1180-1164,00010005.jpeg,0,0,2,0
2025-04-04_11-03-27.513-1180-1164,00010055.jpeg,0,0,2,1
2025-04-04_11-03-27.513-1180-1164,00010320.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010370.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010420.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00010470.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010525.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010575.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010625.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010675.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00010940.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00010990.jpeg,3,0,2,0
2025-04-04_11-03-27.513-1180-1164,00011040.jpeg,4,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011090.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011145.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011195.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011245.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011295.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011350.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011400.jpeg,3,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011450.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011500.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011555.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011605.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011655.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011705.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011760.jpeg,2,0,2,0
2025-04-04_11-03-27.513-1180-1164,00011810.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00011860.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011910.jpeg,4,0,0,0
2025-04-04_11-03-27.513-1180-1164,00011960.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012015.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012065.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012115.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012165.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012220.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012270.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00012320.jpeg,0,0,1,0
2025-04-04_11-03-27.513-1180-1164,00012370.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012635.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012685.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012735.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012785.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012840.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012890.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00012940.jpeg,0,0,0,1
2025-04-04_11-03-27.513-1180-1164,00012990.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013045.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013095.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013145.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013195.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013250.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013300.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013350.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00013400.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013455.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013505.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013555.jpeg,4,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013605.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013660.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013710.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013760.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013810.jpeg,0,0,1,0
2025-04-04_11-03-27.513-1180-1164,00013865.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013915.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00013965.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00014015.jpeg,2,0,1,0
2025-04-04_11-03-27.513-1180-1164,00014070.jpeg,1,0,2,0
2025-04-04_11-03-27.513-1180-1164,00014120.jpeg,1,0,2,0
2025-04-04_11-03-27.513-1180-1164,00014170.jpeg,0,0,1,0
2025-04-04_11-03-27.513-1180-1164,00014220.jpeg,0,0,2,0
2025-04-04_11-03-27.513-1180-1164,00014270.jpeg,2,0,2,0
2025-04-04_11-03-27.513-1180-1164,00014325.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00014375.jpeg,4,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014425.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014475.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014530.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014580.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014630.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014680.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00014735.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014785.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014835.jpeg,0,0,1,0
2025-04-04_11-03-27.513-1180-1164,00014885.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014940.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00014990.jpeg,1,1,0,1
2025-04-04_11-03-27.513-1180-1164,00015040.jpeg,2,0,0,1
2025-04-04_11-03-27.513-1180-1164,00015090.jpeg,3,0,0,1
2025-04-04_11-03-27.513-1180-1164,00015145.jpeg,6,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015195.jpeg,5,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015245.jpeg,6,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015295.jpeg,5,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015350.jpeg,4,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015400.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015450.jpeg,1,0,0,1
2025-04-04_11-03-27.513-1180-1164,00015500.jpeg,1,0,0,2
2025-04-04_11-03-27.513-1180-1164,00015555.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015605.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015655.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015705.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015760.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015810.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015860.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015910.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00015965.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016015.jpeg,0,0,1,0
2025-04-04_11-03-27.513-1180-1164,00016065.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00016115.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016170.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016220.jpeg,2,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016270.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016320.jpeg,1,0,1,0
2025-04-04_11-03-27.513-1180-1164,00016370.jpeg,3,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016425.jpeg,1,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016475.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016525.jpeg,0,0,0,0
2025-04-04_11-03-27.513-1180-1164,00016575.jpeg,0,0,0,0
2025-03-03_13-33-02.687-30-80,00000040.jpeg,3,4,0,5
2025-03-03_13-33-02.687-30-80,00000090.jpeg,5,1,0,2
2025-03-03_13-33-02.687-30-80,00000140.jpeg,4,0,1,1
2025-03-03_13-33-02.687-30-80,00000190.jpeg,3,3,2,6
2025-04-04_07-30-21.424-617-852,00000035.jpeg,1,0,2,0
2025-04-04_07-30-21.424-617-852,00000085.jpeg,1,0,1,0
2025-04-04_07-30-21.424-617-852,00000135.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00000185.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00000240.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00000290.jpeg,3,0,0,0
2025-04-04_07-30-21.424-617-852,00000340.jpeg,2,0,0,0
2025-04-04_07-30-21.424-617-852,00000390.jpeg,3,0,0,0
2025-04-04_07-30-21.424-617-852,00000445.jpeg,3,0,0,0
2025-04-04_07-30-21.424-617-852,00000495.jpeg,3,1,1,1
2025-04-04_07-30-21.424-617-852,00000545.jpeg,2,0,0,0
2025-04-04_07-30-21.424-617-852,00000595.jpeg,6,1,0,1
2025-04-04_07-30-21.424-617-852,00000650.jpeg,3,0,1,0
2025-04-04_07-30-21.424-617-852,00000700.jpeg,2,0,1,0
2025-04-04_07-30-21.424-617-852,00000750.jpeg,2,0,0,0
2025-04-04_07-30-21.424-617-852,00000800.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00000855.jpeg,0,0,2,0
2025-04-04_07-30-21.424-617-852,00000905.jpeg,1,0,1,0
2025-04-04_07-30-21.424-617-852,00000955.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00001005.jpeg,0,1,0,1
2025-04-04_07-30-21.424-617-852,00001060.jpeg,1,1,0,2
2025-04-04_07-30-21.424-617-852,00001110.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00001160.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00001210.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00001265.jpeg,4,0,0,0
2025-04-04_07-30-21.424-617-852,00001315.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00001365.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00001415.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00001470.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00001520.jpeg,3,0,0,0
2025-04-04_07-30-21.424-617-852,00001570.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00001620.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00001670.jpeg,0,0,0,3
2025-04-04_07-30-21.424-617-852,00001725.jpeg,3,0,0,0
2025-04-04_07-30-21.424-617-852,00001775.jpeg,0,1,0,2
2025-04-04_07-30-21.424-617-852,00001825.jpeg,2,1,1,1
2025-04-04_07-30-21.424-617-852,00001875.jpeg,2,0,0,0
2025-04-04_07-30-21.424-617-852,00001930.jpeg,0,0,0,1
2025-04-04_07-30-21.424-617-852,00001980.jpeg,1,0,1,0
2025-04-04_07-30-21.424-617-852,00002030.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00002080.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00002135.jpeg,0,1,1,2
2025-04-04_07-30-21.424-617-852,00002185.jpeg,0,0,0,0
2025-04-04_07-30-21.424-617-852,00002235.jpeg,1,0,0,0
2025-04-04_07-30-21.424-617-852,00002285.jpeg,3,0,0,0
2025-03-24_16-19-52.363-93-148,00000450.jpeg,1,1,0,0
2025-03-24_16-19-52.363-93-148,00000500.jpeg,3,0,1,0
2025-03-24_16-19-52.363-93-148,00000550.jpeg,3,0,0,0
2025-03-24_16-19-52.363-93-148,00000600.jpeg,2,0,0,0
2025-03-24_16-19-52.363-93-148,00000655.jpeg,3,0,0,0
2025-03-24_16-19-52.363-93-148,00000705.jpeg,1,0,0,0
2025-03-24_16-19-52.363-93-148,00000755.jpeg,1,0,0,0
2025-03-24_16-19-52.363-93-148,00000805.jpeg,2,0,0,0
2025-03-24_16-19-52.363-93-148,00000860.jpeg,1,0,0,0
2025-03-24_16-19-52.363-93-148,00000910.jpeg,2,0,0,0
2025-03-24_16-19-52.363-93-148,00000960.jpeg,3,0,0,0
2025-03-24_16-19-52.363-93-148,00001010.jpeg,2,0,0,0
2025-03-24_16-19-52.363-93-148,00001065.jpeg,5,0,0,0
2025-03-24_16-19-52.363-93-148,00001115.jpeg,4,1,1,1
2025-03-24_16-19-52.363-93-148,00001165.jpeg,4,1,0,1
2025-03-24_16-19-52.363-93-148,00001215.jpeg,3,0,2,0
2025-03-24_16-19-52.363-93-148,00001270.jpeg,2,0,1,0
2025-03-24_16-19-52.363-93-148,00001320.jpeg,2,0,1,0
2025-03-24_16-19-52.363-93-148,00001370.jpeg,2,0,0,0
2025-03-24_16-19-52.363-93-148,00001420.jpeg,1,0,0,1
2025-03-04_16-34-03.213-164-228,00000425.jpeg,1,1,0,1
2025-03-04_16-34-03.213-164-228,00000475.jpeg,0,0,0,1
2025-03-04_16-34-03.213-164-228,00000525.jpeg,3,0,0,0
2025-03-04_16-34-03.213-164-228,00000575.jpeg,4,0,1,0
2025-02-28_18-05-29.728-288-336,00000000.jpeg,2,1,0,9
2025-02-28_18-05-29.728-288-336,00000050.jpeg,3,0,0,5
2025-02-28_18-05-29.728-288-336,00000100.jpeg,2,0,0,4
2025-02-28_18-05-29.728-288-336,00000150.jpeg,3,1,0,2
2025-02-28_18-05-29.728-288-336,00000200.jpeg,2,4,0,4
2025-04-04_08-47-19.505-0-110,00000465.jpeg,0,2,0,7
2025-04-04_08-47-19.505-0-110,00000515.jpeg,0,1,0,7
2025-04-04_08-47-19.505-0-110,00000565.jpeg,0,2,0,1
2025-04-04_08-47-19.505-0-110,00000615.jpeg,0,1,2,1
2025-04-04_08-47-19.505-0-110,00000670.jpeg,1,0,1,5
2025-04-04_08-47-19.505-0-110,00000720.jpeg,0,0,1,0
2025-04-04_08-47-19.505-0-110,00000770.jpeg,0,0,1,0
2025-04-04_08-47-19.505-0-110,00000820.jpeg,0,0,1,1
2025-04-04_08-47-19.505-0-110,00000875.jpeg,0,0,1,0
2025-04-04_08-47-19.505-0-110,00000925.jpeg,0,0,0,0
2025-04-04_08-47-19.505-0-110,00000975.jpeg,1,2,0,1
2025-04-04_08-47-19.505-0-110,00001025.jpeg,0,1,1,1
2025-02-12_14-00-01.729,00000030.jpeg,11,0,2,0
2025-02-12_14-00-01.729,00000080.jpeg,7,3,0,2
2025-02-12_14-00-01.729,00000130.jpeg,7,4,0,2
2025-02-12_14-00-01.729,00000180.jpeg,7,4,0,2
2025-01-20_14-39-49.346,00000025.jpeg,7,4,1,4
2025-01-20_14-39-49.346,00000075.jpeg,8,3,3,3
2025-01-20_14-39-49.346,00000125.jpeg,9,4,1,4
2025-01-20_14-39-49.346,00000175.jpeg,5,5,1,2
2025-01-20_14-39-49.346,00000320.jpeg,5,3,1,5
2025-01-20_14-39-49.346,00000370.jpeg,5,5,2,6
2025-01-20_14-39-49.346,00000420.jpeg,9,4,1,5
2025-01-20_14-39-49.346,00000470.jpeg,7,2,1,4
2025-01-20_14-39-49.346,00000615.jpeg,6,11,2,5
2025-01-20_14-39-49.346,00000665.jpeg,7,9,1,2
2025-01-20_14-39-49.346,00000715.jpeg,12,4,1,4
2025-01-20_14-39-49.346,00000765.jpeg,7,9,1,2
2025-01-20_14-39-49.346,00000910.jpeg,6,1,1,2
2025-01-20_14-39-49.346,00000960.jpeg,9,12,1,4
2025-01-20_14-39-49.346,00001010.jpeg,7,14,0,3
2025-01-20_14-39-49.346,00001060.jpeg,9,10,1,5
2025-01-20_14-39-49.346,00001205.jpeg,1,4,0,2
2025-01-20_14-39-49.346,00001255.jpeg,5,4,0,4
2025-01-20_14-39-49.346,00001305.jpeg,4,5,2,8
2025-01-20_14-39-49.346,00001355.jpeg,7,7,0,7
2025-01-20_14-39-49.346,00001500.jpeg,9,10,0,3
2025-01-20_14-39-49.346,00001550.jpeg,4,15,0,8
2025-01-20_14-39-49.346,00001600.jpeg,8,6,1,3
2025-01-20_14-39-49.346,00001650.jpeg,10,4,1,8
2025-01-20_14-39-49.346,00001700.jpeg,8,8,1,3
2025-01-20_14-39-49.346,00002145.jpeg,7,5,3,4
2025-01-20_14-39-49.346,00002195.jpeg,8,8,2,3
2025-01-20_14-39-49.346,00002245.jpeg,9,5,0,6
2025-01-20_14-39-49.346,00002295.jpeg,6,12,0,2
2025-01-20_14-39-49.346,00002440.jpeg,9,12,1,2
2025-01-20_14-39-49.346,00002490.jpeg,6,14,0,6
2025-02-11_15-35-42.606,00000330.jpeg,4,3,2,1
2025-02-11_15-35-42.606,00000380.jpeg,6,3,1,2
2025-02-11_15-35-42.606,00000430.jpeg,5,3,2,1
2025-02-11_15-35-42.606,00000480.jpeg,4,3,1,3
2025-02-11_15-35-42.606,00000625.jpeg,1,3,1,3
2025-02-11_15-35-42.606,00000675.jpeg,4,2,2,3
2025-02-11_15-35-42.606,00000725.jpeg,5,3,1,5
2025-02-11_15-35-42.606,00000775.jpeg,1,4,1,4
2025-02-11_15-35-42.606,00000920.jpeg,3,7,3,6
2025-02-11_15-35-42.606,00000970.jpeg,2,5,2,9
2025-02-11_15-35-42.606,00001020.jpeg,2,3,1,5
2025-02-11_15-35-42.606,00001070.jpeg,1,5,2,5
2025-02-11_15-35-42.606,00001215.jpeg,4,6,3,7
2025-02-11_15-35-42.606,00001265.jpeg,4,4,2,4
2025-02-11_15-35-42.606,00001315.jpeg,5,4,2,3
2025-02-11_15-35-42.606,00001365.jpeg,3,5,2,2
2025-01-20_15-30-44.610,00001210.jpeg,5,7,0,5
2025-01-20_15-30-44.610,00001260.jpeg,1,5,0,12
2025-01-20_15-30-44.610,00001310.jpeg,1,5,0,8
2025-01-20_15-30-44.610,00001360.jpeg,1,7,0,9
2025-01-20_15-30-44.610,00001505.jpeg,7,2,1,0
2025-01-20_15-30-44.610,00001555.jpeg,8,2,0,1
2025-01-20_15-30-44.610,00001605.jpeg,7,2,1,0
2025-01-20_15-30-44.610,00001655.jpeg,4,6,0,1
2025-01-20_15-30-44.610,00002700.jpeg,7,1,0,0
2025-01-20_15-30-44.610,00002750.jpeg,5,2,1,0
2025-01-20_15-30-44.610,00002800.jpeg,4,0,0,2
2025-01-20_15-30-44.610,00002850.jpeg,4,1,1,0
2025-01-20_15-30-44.610,00002900.jpeg,8,0,0,0
2025-01-20_15-30-44.610,00003645.jpeg,2,0,0,0
2025-01-20_15-30-44.610,00003695.jpeg,6,1,0,2
2025-01-20_15-30-44.610,00003745.jpeg,6,0,0,1
2025-02-13_15-44-11.924,00000025.jpeg,13,0,0,1
2025-02-13_15-44-11.924,00000075.jpeg,9,3,0,1
2025-02-13_15-44-11.924,00000125.jpeg,6,3,0,2
2025-02-13_15-44-11.924,00000175.jpeg,7,3,0,1
2025-02-13_15-44-11.924,00000320.jpeg,7,3,0,1
2025-02-13_15-44-11.924,00000370.jpeg,7,3,0,1
2025-02-13_15-44-11.924,00000420.jpeg,6,3,0,1
2025-02-13_15-44-11.924,00000470.jpeg,8,3,0,1
2025-03-24_15-35-23.939-0-886,00000015.jpeg,6,0,6,0
2025-03-24_15-35-23.939-0-886,00000065.jpeg,4,0,2,0
2025-03-24_15-35-23.939-0-886,00000115.jpeg,4,3,1,3
2025-03-24_15-35-23.939-0-886,00000165.jpeg,5,1,3,2
2025-03-24_15-35-23.939-0-886,00000220.jpeg,2,1,4,2
2025-03-24_15-35-23.939-0-886,00000270.jpeg,6,0,1,2
2025-03-24_15-35-23.939-0-886,00000320.jpeg,5,0,1,0
2025-03-24_15-35-23.939-0-886,00000370.jpeg,8,0,3,0
2025-03-24_15-35-23.939-0-886,00000425.jpeg,4,0,0,0
2025-03-24_15-35-23.939-0-886,00000475.jpeg,6,0,2,0
2025-03-24_15-35-23.939-0-886,00000525.jpeg,6,1,2,4
2025-03-24_15-35-23.939-0-886,00000575.jpeg,5,0,0,0
2025-03-24_15-35-23.939-0-886,00000840.jpeg,1,3,4,4
2025-03-24_15-35-23.939-0-886,00000890.jpeg,2,2,1,2
2025-03-24_15-35-23.939-0-886,00000940.jpeg,3,2,1,2
2025-03-24_15-35-23.939-0-886,00000990.jpeg,8,0,1,1
2025-03-24_15-35-23.939-0-886,00001040.jpeg,3,0,2,0
2025-03-24_15-35-23.939-0-886,00001305.jpeg,6,1,0,2
2025-03-24_15-35-23.939-0-886,00001355.jpeg,6,1,2,1
2025-03-24_15-35-23.939-0-886,00001405.jpeg,2,1,1,2
2025-03-24_15-35-23.939-0-886,00001455.jpeg,2,0,1,1
2025-03-24_15-35-23.939-0-886,00001510.jpeg,4,2,3,3
2025-03-24_15-35-23.939-0-886,00001560.jpeg,3,1,3,1
2025-03-24_15-35-23.939-0-886,00001610.jpeg,2,2,1,4
2025-03-24_15-35-23.939-0-886,00001660.jpeg,1,2,0,1
2025-03-24_15-35-23.939-0-886,00001715.jpeg,2,1,1,2
2025-03-24_15-35-23.939-0-886,00001765.jpeg,3,1,1,2
2025-03-24_15-35-23.939-0-886,00001815.jpeg,3,1,3,3
2025-03-24_15-35-23.939-0-886,00001865.jpeg,2,0,0,1
2025-03-24_15-35-23.939-0-886,00001920.jpeg,1,0,2,0
2025-03-24_15-35-23.939-0-886,00001970.jpeg,3,0,4,0
2025-03-24_15-35-23.939-0-886,00002020.jpeg,2,0,1,1
2025-03-24_15-35-23.939-0-886,00002070.jpeg,2,2,1,5
2025-03-24_15-35-23.939-0-886,00002125.jpeg,3,2,1,2
2025-03-24_15-35-23.939-0-886,00002175.jpeg,4,3,1,3
2025-03-24_15-35-23.939-0-886,00002225.jpeg,3,4,4,2
2025-03-24_15-35-23.939-0-886,00002275.jpeg,2,1,0,2
2025-03-24_15-35-23.939-0-886,00002540.jpeg,1,0,0,0
2025-03-24_15-35-23.939-0-886,00002590.jpeg,0,0,0,0
2025-03-24_15-35-23.939-0-886,00002640.jpeg,0,0,1,0
2025-03-24_15-35-23.939-0-886,00002690.jpeg,0,0,2,0
2025-03-24_15-35-23.939-0-886,00005685.jpeg,5,4,0,3
2025-03-24_15-35-23.939-0-886,00005735.jpeg,2,3,0,3
2025-03-24_15-35-23.939-0-886,00005785.jpeg,3,3,0,3
2025-03-24_15-35-23.939-0-886,00005835.jpeg,4,3,0,4
2025-03-24_15-35-23.939-0-886,00005890.jpeg,2,2,0,3
2025-03-24_15-35-23.939-0-886,00005940.jpeg,2,3,0,2
2025-03-24_15-35-23.939-0-886,00005990.jpeg,3,2,0,3
2025-03-24_15-35-23.939-0-886,00006040.jpeg,3,1,2,3
2025-03-24_15-35-23.939-0-886,00006515.jpeg,3,1,1,1
2025-03-24_15-35-23.939-0-886,00006565.jpeg,5,1,1,1
2025-03-24_15-35-23.939-0-886,00006615.jpeg,3,0,1,0
2025-03-24_15-35-23.939-0-886,00006665.jpeg,2,2,1,2
2025-03-24_15-35-23.939-0-886,00006720.jpeg,2,2,1,2
2025-03-24_15-35-23.939-0-886,00006770.jpeg,1,0,0,0
2025-03-24_15-35-23.939-0-886,00006820.jpeg,4,0,0,1
2025-03-24_15-35-23.939-0-886,00006870.jpeg,4,1,1,1
2025-03-24_15-35-23.939-0-886,00006920.jpeg,3,1,0,2
2025-03-24_15-35-23.939-0-886,00006975.jpeg,2,3,0,2
2025-03-24_15-35-23.939-0-886,00007025.jpeg,3,0,2,0
2025-03-24_15-35-23.939-0-886,00007075.jpeg,3,0,0,0
2025-03-24_15-35-23.939-0-886,00007125.jpeg,5,0,1,0
2025-03-24_15-35-23.939-0-886,00008020.jpeg,2,2,2,3
2025-03-24_15-35-23.939-0-886,00008070.jpeg,2,1,2,3
2025-03-24_15-35-23.939-0-886,00008120.jpeg,2,1,1,1
2025-03-24_15-35-23.939-0-886,00008170.jpeg,8,2,0,3
2025-03-24_15-35-23.939-0-886,00008225.jpeg,9,2,0,1
2025-03-24_15-35-23.939-0-886,00008275.jpeg,6,0,0,0
2025-03-24_15-35-23.939-0-886,00008325.jpeg,3,0,0,0
2025-03-24_15-35-23.939-0-886,00008375.jpeg,3,0,0,0
2025-03-24_15-35-23.939-0-886,00008430.jpeg,4,0,1,0
2025-03-24_15-35-23.939-0-886,00008480.jpeg,4,0,1,0
2025-03-24_15-35-23.939-0-886,00008530.jpeg,2,0,3,0
2025-03-24_15-35-23.939-0-886,00008580.jpeg,2,0,3,0
2025-02-27_15-55-59.131-376-410,00000025.jpeg,6,0,3,3
2025-02-27_15-55-59.131-376-410,00000075.jpeg,8,2,0,1
2025-02-27_15-55-59.131-376-410,00000125.jpeg,4,1,1,3
2025-02-27_15-55-59.131-376-410,00000175.jpeg,8,5,0,2
2025-02-11_14-38-12.952,00000020.jpeg,7,2,1,1
2025-02-11_14-38-12.952,00000070.jpeg,8,1,0,2
2025-02-11_14-38-12.952,00000120.jpeg,7,4,1,3
2025-02-11_14-38-12.952,00000170.jpeg,6,6,0,6
2025-02-11_14-38-12.952,00000315.jpeg,6,3,2,7
2025-02-11_14-38-12.952,00000365.jpeg,9,5,0,7
